cod_especie,nom_especie,nom_popular,nom_familia,cod_especie_imp,num_hematocrito_esp,nom_ingles,ind_especie,cod_raca,nom_raca,ind_ani_silvestre,ind_porte,cod_pelagem,tip_pelagem
2,FELINA,FELINA,FELINA,,37.0,,OU,183,ABSSINIO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,352,AFFENPINSCHER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,99,AFGHAN HOUND,N,,,
35,AVE,AVE,AVE,,,,OU,460,AGAPORNIS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,351,AIDI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,78,AIREDALE TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,40,AKITA,N,,,
16,AVE,AVE,,,,,OU,269,AMAZONA AVESTIVA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,452,AMERICAN BULLY,N,M,,C
1,CANINA,CANINA,CANINA,,45.0,,OU,114,AMERICAN ESKIMO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,218,AMERICAN PIT BULL TERRIER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,55,AMERICAN SHORT HAIR,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,158,AMERICAN STAFFORDSHIRE ,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,366,ANATOLIAN SHEPHERD,N,,,
5,EQUINA,EQUINA,,,,,OU,280,ANDALUZ,N,,,
7,CAPRINA,CAPRINA,,,,,OU,225,ANGLO-NUBIANA,N,,,
5,EQUINA,EQUINA,,,,,OU,61,ANGLO ARABE,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,6,ANGORA,N,,,
4,EQUINO DE TRAÇÃO ,EQUINO DE TRAÇÃO ,,,,,OU,67,APALOOSA,N,,,
5,EQUINA,EQUINA,,,,,OU,235,ARABE,N,,,
35,AVE,AVE,AVE,,,,OU,402,ARARA,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,231,AUSTRALIAN CATTLE DOG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,186,AUSTRALIAN SHEPHERD,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,243,AUSTRALIAN SILKY TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,113,AUSTRALIAN TERRIER,N,,,
16,AVE,AVE,,,,,OU,182,AVESTRUZ,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,418,AZUL DA RUSSIA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,418,AZUL DA RUSSIA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,424,AZULÃO,N,,,
16,AVE,AVE,,,,,OU,424,AZULÃO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,234,BALINESE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,350,BARBET,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,115,BASENJI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,349,BASSET ALEMÃO DA VESTFÁLIA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,347,BASSET AZUL DA GASCONHA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,365,BASSET GRIFFON,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,82,BASSET HOUND,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,46,BEAGLE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,348,BEAGLE HARRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,285,BEARD COLLIE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,346,BEDLINGTON TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,419,BEM-TE-VI,N,,,
16,AVE,AVE,,,,,OU,419,BEM-TE-VI,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,185,BENGAL,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,35,BERNESE MOUNTAIN DOG,N,,,
24,PEIXE,PEIXE,PEIXE,,,,OU,459,BETTA,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,69,BICHON FRISE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,257,BICHON HAVANÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,457,BIEWER TERRIER,N,P,,
2,FELINA,FELINA,FELINA,,37.0,,OU,192,BIRMANES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,125,BLOOD HOUND,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,136,BLUE HEELER,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,420,BLUE POINT,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,420,BLUE POINT,N,,,
7,CAPRINA,CAPRINA,,,,,OU,220,BOERBOEL,N,,,
16,AVE,AVE,,,,,OU,415,BOIADEIRO AUSTRALIANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,81,BORDER COLLIE,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,238,BORDER TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,209,BORZOI,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,116,BOSTON TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,180,BOUVIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,189,BOUVIER DES FLANDRES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,5,BOXER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,103,BRACO ALEMÃO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,345,BRACO AUSTRIACO DE PELO LISO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,292,BRACO ESLOVACO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,117,BRACO ITALIANO,N,,,
5,EQUINA,EQUINA,,,,,OU,68,BRASILEIRO DE HIPISMO,N,,,
4,EQUINO DE TRAÇÃO ,EQUINO DE TRAÇÃO ,,,,,OU,66,BRETÃO,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,105,BRITISH BLUE,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,150,BRITISH SHORT HAIR,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,364,BRITZ,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,344,BUHUND NORUEGUES,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,118,BULL MASTIFF,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,77,BULL TERRIER,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,130,BULLDOG,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,111,BULLDOG AMERICANO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,94,BULLDOG FRANCÊS,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,88,BULLDOG INGLÊS,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,211,BURMES,N,,,
2,FELINA,FELINA,FELINA,,37.0,,OU,343,BURMILLA,N,,,
20,QUELÔNIO,QUELÔNIO,,,,,OU,439,CAGADO,N,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,119,CAIRN TERRIER,N,,,
16,AVE,AVE,,,,,OU,156,CALOPSITA,S,,,
4,EQUINO DE TRAÇÃO ,EQUINO DE TRAÇÃO ,,,,,OU,64,CAMPOLINA,N,,,
16,AVE,AVE,,,,,OU,438,CANARIO BELGA,N,,,
16,AVE,AVE,,,,,OU,403,CANARIO DA TERRA,S,,,
16,AVE,AVE,,,,,OU,276,CANARIO DO REINO,S,,,
1,CANINA,CANINA,CANINA,,45.0,,OU,120,CANE CORSO,N,,,
